#NOTE radius is in KM. Position is in KM (distance from sun, use sin/cos to place them). Orbit speed is in days
Sol
data/Textures/Skyboxes/SolarSystem/Skybox.dds
125
giDiffuse=1.0 giSpecular=1.0 giGlobal=1.0

S name=Sun radius=695800 r=1 g=1 b=0 r1=1.55 g1=1.55 b1=1.3 r2=1 g2=1 b2=0 position=0

P name=Mercury parent=Sun radius=2440 r=1 g=1 b=1 position=57910000 type=Rock atmosphereHeight=0 texture=Mercury.dds eccentricity=0.20563 period=87.969 majorAxis=57909050 tilt=0.03 days=58.646 inclination=3.38

P name=Venus parent=Sun radius=6031 r=1 g=1 b=1 position=108200000 type=Rock atmosphereHeight=0 texture=Venus.dds eccentricity=0.006772 period=224.701 majorAxis=108208000 tilt=2.64 days=243 inclination=3.86

P name=Earth parent=Sun radius=6371 r=1 g=1 b=1 position=149600000 type=Rock atmosphereHeight=0.025 texture=Earth.dds eccentricity=0.017 period=365.335 majorAxis=149598023 tilt=23.44 days=0.9972685 inclination=7.155
M name=Moon parent=Earth radius=1737 r=1 g=1 b=1 position=384400 type=Rock atmosphereHeight=0 texture=Moon.dds eccentricity=0.054 period=27.322 majorAxis=384748 tilt=6.68 days=27.322 inclination=5.15

P name=Mars parent=Sun radius=3390 r=1 g=1 b=1 position=227900000 type=Rock atmosphereHeight=0 texture=Mars.dds eccentricity=0.0934 period=686.971 majorAxis=227939134 tilt=25.19 days=1.0259541666 inclination=5.65
#M name=Phobos radius=11.2667 r=1 g=1 b=1 parent=Mars position=9390 atmosphereHeight=0 type=Asteroid
#M name=Deimos radius=6.2 r=1 g=1 b=1 parent=Mars position=23470 atmosphereHeight=0 type=Asteroid

P name=Jupiter parent=Sun radius=69911 r=1 g=1 b=1 position=778500000 type=GasGiant atmosphereHeight=0 texture=Jupiter.dds eccentricity=0.048498 period=433259 majorAxis=778297882 tilt=3.13 days=0.410069444 inclination=6.09
M name=Callisto parent=Jupiter radius=2410 r=1 g=1 b=1 position=1882700 atmosphereHeight=0 type=Rock texture=Callisto.dds eccentricity=0.0074 period=16.6890184 majorAxis=1882700 tilt=0 days=16.6890184
M name=Io parent=Jupiter radius=1822 r=1 g=1 b=1 position=421700 atmosphereHeight=0 type=Rock texture=Io.dds eccentricity=0.0041 period=1.769137786 majorAxis=421800 tilt=0 days=1.769137786
M name=Europa parent=Jupiter radius=1560 r=1 g=1 b=1 position=670900 atmosphereHeight=0 type=Rock texture=Europa.dds eccentricity=0.009 period=3.551181 majorAxis=671100 tilt=0.1 days=3.551181
M name=Ganymede parent=Jupiter radius=2634 r=1 g=1 b=1 position=1070400 atmosphereHeight=0 type=Rock texture=Ganymede.dds eccentricity=0.0013 period=7.15455296 majorAxis=1070400 tilt=0.33 days=7.15455296
#M name=Metis parent=Jupiter
#M name=Adrastea parent=Jupiter
#M name=Amalthea parent=Jupiter
#M name=Thebe parent=Jupiter
#M name=Themisto parent=Jupiter
#M name=Leda parent=Jupiter
#M name=Himalia parent=Jupiter
#M name=Lysithea parent=Jupiter
#M name=Elara parent=Jupiter
#M name=Dia parent=Jupiter
#M name=Carpo parent=Jupiter
#M name=S/2003-J-12 parent=Jupiter
#M name=Euporie parent=Jupiter
#M name=S/2003-J-3 parent=Jupiter
#M name=S/2003-J-18 parent=Jupiter
#M name=S/2011-J-1 parent=Jupiter
#M name=S/2010-J-2 parent=Jupiter
#M name=Thelxinoe parent=Jupiter
#M name=Euanthe parent=Jupiter
#M name=Helike parent=Jupiter
#M name=Orthosie parent=Jupiter
#M name=Iocaste parent=Jupiter
#M name=S/2003-J-16 parent=Jupiter
#M name=Praxidike parent=Jupiter
#M name=Harpalyke parent=Jupiter
#M name=Mneme parent=Jupiter
#M name=Hermippe parent=Jupiter
#M name=Thyone parent=Jupiter
#M name=Ananke parent=Jupiter
#M name=Herse parent=Jupiter
#M name=Aitne parent=Jupiter
#M name=Kale parent=Jupiter
#M name=Taygete parent=Jupiter
#M name=S/2003-J-19 parent=Jupiter
#M name=Chaldene parent=Jupiter
#M name=S/2003-J-15 parent=Jupiter
#M name=S/2003-J-10 parent=Jupiter
#M name=S/2003-J-23 parent=Jupiter
#M name=Erinome parent=Jupiter
#M name=Aoede parent=Jupiter
#M name=Kallichore parent=Jupiter
#M name=Kalyke parent=Jupiter
#M name=Carme parent=Jupiter
#M name=Callirrhoe parent=Jupiter
#M name=Eurydome parent=Jupiter
#M name=S/2011-J-2 parent=Jupiter
#M name=Pasithee parent=Jupiter
#M name=S/2010-J-1 parent=Jupiter
#M name=Kore parent=Jupiter
#M name=Cyllene parent=Jupiter
#M name=Eukelade parent=Jupiter
#M name=S/2003-J-4 parent=Jupiter
#M name=Pasiphae parent=Jupiter
#M name=Hegemone parent=Jupiter
#M name=Arche parent=Jupiter
#M name=Isonoe parent=Jupiter
#M name=S/2003-J-9 parent=Jupiter
#M name=S/2003-J-5 parent=Jupiter
#M name=Sinope parent=Jupiter
#M name=Sponde parent=Jupiter
#M name=Autonoe parent=Jupiter
#M name=Megaclite parent=Jupiter
#M name=S/2003-J-2 parent=Jupiter

#saturn's rings are 141,000 km in radius from saturn's center. saturn itself is 58,232km in radius
P name=Saturn parent=Sun radius=58232 r=1 g=1 b=1 position=1433000000 type=GasGiant atmosphereHeight=0 texture=Saturn.dds eccentricity=0.05555 tilt=26.73 period=10759.22 majorAxis=1429394041.1 days=0.593055555 inclination=5.51
R parent=Saturn r=220 g=194 b=161 position=512 radius=492 break=482
R parent=Saturn r=133 g=120 b=111 position=157 radius=137 break=127
R parent=Saturn r=88 g=79 b=64 position=588 radius=240 break=230
R parent=Saturn r=85 g=78 b=73 position=682 radius=26 break=25
R parent=Saturn r=148 g=131 b=111 position=821 radius=56 break=54
R parent=Saturn r=160 g=142 b=118 position=876 radius=18 break=14
R parent=Saturn r=-1 g=-1 b=-1 position=3 radius=6 break=4
R parent=Saturn r=23 g=23 b=23 position=7 radius=4 break=2
R parent=Saturn r=46 g=43 b=43 position=9 radius=2 break=1
R parent=Saturn r=33 g=33 b=33 position=11 radius=2 break=1
R parent=Saturn r=59 g=56 b=53 position=13 radius=2 break=1
R parent=Saturn r=28 g=28 b=28 position=20 radius=7 break=6
R parent=Saturn r=-1 g=-1 b=-1 position=25 radius=2 break=1
R parent=Saturn r=61 g=59 b=56 position=28 radius=3 break=2
R parent=Saturn r=84 g=77 b=74 position=32 radius=3 break=2
R parent=Saturn r=74 g=69 b=64 position=34 radius=3 break=2
R parent=Saturn r=38 g=36 b=36 position=39 radius=5 break=2
R parent=Saturn r=41 g=38 b=38 position=32 radius=2 break=1
R parent=Saturn r=-1 g=-1 b=-1 position=40 radius=3 break=1
R parent=Saturn r=82 g=76 b=76 position=46 radius=6 break=2
R parent=Saturn r=77 g=71 b=66 position=50 radius=2 break=1
R parent=Saturn r=51 g=48 b=46 position=52 radius=2 break=1
R parent=Saturn r=36 g=33 b=36 position=53 radius=2 break=1
R parent=Saturn r=-1 g=-1 b=-1 position=56 radius=4 break=1
R parent=Saturn r=79 g=74 b=69 position=60 radius=2 break=1
R parent=Saturn r=56 g=51 b=51 position=67 radius=3 break=1
R parent=Saturn r=71 g=64 b=61 position=72 radius=3 break=1
R parent=Saturn r=77 g=69 b=66 position=75 radius=3 break=1
R parent=Saturn r=83 g=75 b=69 position=78 radius=2 break=1
R parent=Saturn r=68 g=63 b=59 position=81 radius=3 break=1
R parent=Saturn r=64 g=59 b=55 position=83 radius=2 break=1
R parent=Saturn r=87 g=79 b=76 position=89 radius=6 break=1
R parent=Saturn r=80 g=73 b=68 position=95 radius=4 break=1
R parent=Saturn r=74 g=67 b=73 position=95 radius=2 break=1
R parent=Saturn r=90 g=83 b=77 position=102 radius=6 break=1
R parent=Saturn r=75 g=67 b=64 position=110 radius=6 break=1
R parent=Saturn r=90 g=83 b=77 position=117 radius=6 break=1
R parent=Saturn r=102 g=93 b=87 position=121 radius=2 break=1
R parent=Saturn r=77 g=70 b=64 position=124 radius=3 break=1
R parent=Saturn r=96 g=89 b=83 position=135 radius=10 break=1
R parent=Saturn r=72 g=65 b=59 position=146 radius=4 break=1
R parent=Saturn r=92 g=83 b=76 position=154 radius=7 break=1
R parent=Saturn r=83 g=76 b=70 position=160 radius=2 break=1
R parent=Saturn r=120 g=110 b=101 position=164 radius=3 break=1
R parent=Saturn r=76 g=69 b=64 position=167 radius=2 break=1
R parent=Saturn r=88 g=81 b=75 position=171 radius=4 break=1
R parent=Saturn r=78 g=70 b=64 position=174 radius=2 break=1
R parent=Saturn r=78 g=70 b=64 position=176 radius=2 break=1
R parent=Saturn r=116 g=105 b=97 position=177 radius=2 break=1
R parent=Saturn r=62 g=55 b=52 position=179 radius=2 break=1
R parent=Saturn r=112 g=103 b=95 position=181 radius=2 break=1
R parent=Saturn r=80 g=73 b=67 position=184 radius=3 break=1
R parent=Saturn r=133 g=120 b=111 position=189 radius=3 break=2
R parent=Saturn r=57 g=52 b=48 position=193 radius=2 break=1
R parent=Saturn r=80 g=72 b=68 position=195 radius=2 break=1
R parent=Saturn r=70 g=65 b=60 position=197 radius=2 break=1
R parent=Saturn r=91 g=83 b=76 position=200 radius=2 break=1
R parent=Saturn r=100 g=93 b=84 position=202 radius=1 break=1
R parent=Saturn r=-1 g=-1 b=-1 position=203 radius=1 break=1
R parent=Saturn r=73 g=66 b=62 position=201 radius=1 break=1
R parent=Saturn r=49 g=46 b=40 position=204 radius=1 break=1
R parent=Saturn r=-1 g=-1 b=-1 position=206 radius=2 break=1
R parent=Saturn r=70 g=63 b=59 position=209 radius=3 break=1
R parent=Saturn r=60 g=55 b=51 position=211 radius=1 break=1
R parent=Saturn r=87 g=80 b=74 position=214 radius=3 break=1
R parent=Saturn r=83 g=76 b=70 position=216 radius=2 break=1
R parent=Saturn r=138 g=125 b=116 position=220 radius=3 break=2
R parent=Saturn r=70 g=63 b=58 position=222 radius=1 break=1
R parent=Saturn r=77 g=71 b=64 position=223 radius=1 break=1
R parent=Saturn r=70 g=63 b=57 position=224 radius=1 break=1
R parent=Saturn r=66 g=59 b=56 position=225 radius=1 break=1
R parent=Saturn r=81 g=74 b=68 position=227 radius=2 break=1
R parent=Saturn r=145 g=132 b=121 position=231 radius=2 break=1
R parent=Saturn r=66 g=59 b=53 position=233 radius=1 break=1
R parent=Saturn r=73 g=65 b=60 position=234 radius=1 break=1
R parent=Saturn r=54 g=49 b=44 position=235 radius=1 break=1
R parent=Saturn r=73 g=66 b=60 position=237 radius=2 break=1
R parent=Saturn r=152 g=138 b=125 position=241 radius=2 break=1
R parent=Saturn r=101 g=92 b=83 position=243 radius=1 break=1
R parent=Saturn r=108 g=98 b=90 position=244 radius=1 break=1
R parent=Saturn r=138 g=125 b=113 position=245 radius=1 break=1
R parent=Saturn r=50 g=45 b=39 position=245 radius=1 break=1
R parent=Saturn r=77 g=69 b=61 position=248 radius=2 break=1
